MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.0625,25.0,5.10356,1.003236,844.0,2.731392,35.41,-119.04,0.694
1.3222,31.0,3.842881,1.1473,1413.0,2.312602,35.41,-119.02,0.514
2.1818,35.0,4.473413,1.063465,1566.0,2.686106,35.4,-119.03,0.635
5.6235,12.0,6.259528,0.947368,1754.0,3.183303,35.41,-119.09,1.306
1.4427,36.0,3.798077,1.076923,426.0,2.048077,35.38,-119.01,0.506
3.5714,48.0,5.943925,1.031153,789.0,2.457944,35.4,-118.99,0.846
3.7708,42.0,5.829569,1.059548,1203.0,2.470226,35.39,-119.0,0.794
3.6734,34.0,5.815341,0.985795,888.0,2.522727,35.38,-118.96,0.929
1.0648,39.0,4.216901,1.078873,1182.0,3.329577,35.38,-118.98,0.5
1.4146,22.0,4.314286,1.088095,1592.0,3.790476,35.39,-118.98,0.491
2.5083,52.0,5.373563,1.097701,1325.0,2.538314,35.39,-118.99,0.701
0.8054,52.0,2.903226,1.129032,36.0,1.16129,35.38,-119.02,0.6
2.0455,52.0,3.897959,1.061224,106.0,2.163265,35.39,-119.02,0.725
1.6786,52.0,5.425993,1.32491,554.0,2.0,35.37,-119.03,1.266
4.5791,12.0,5.899267,1.021978,2966.0,2.716117,35.36,-119.08,1.234
1.2157,36.0,5.024575,1.183365,1490.0,2.816635,35.36,-119.01,0.57
1.6981,29.0,5.480176,1.171806,933.0,4.110132,35.36,-118.98,0.494
2.3125,38.0,4.959322,0.99661,692.0,2.345763,35.34,-119.02,0.658
3.1753,27.0,5.134228,1.003356,2212.0,2.474273,35.35,-119.04,0.85
5.1036,4.0,5.937673,1.031163,4250.0,2.943213,35.33,-119.12,1.034
4.997,9.0,6.734791,1.091255,3084.0,2.931559,35.33,-119.09,1.429
3.4827,11.0,5.072098,1.049027,3525.0,2.541456,35.32,-119.05,0.936
2.5804,25.0,5.213198,1.07445,1830.0,3.096447,35.27,-119.07,0.979
3.1592,33.0,5.495103,1.048966,2293.0,2.495103,35.15,-119.45,0.754
2.8452,24.0,6.096698,1.132075,1442.0,3.400943,35.4,-119.42,1.047
3.25,22.0,5.788235,1.035294,451.0,2.652941,35.39,-119.11,0.889
4.8266,13.0,6.746647,1.062593,2170.0,3.233979,35.37,-119.12,1.462
2.4044,34.0,5.478632,1.079772,1101.0,3.136752,35.5,-119.28,0.658
2.3934,33.0,5.25974,1.061688,1809.0,2.936688,35.59,-119.34,0.719
1.7868,20.0,4.563609,1.022189,2645.0,3.912722,35.59,-119.33,0.541
1.7813,28.0,3.379377,1.013619,1764.0,3.431907,35.77,-119.24,0.678
2.6288,23.0,6.421907,1.419878,1097.0,2.225152,35.75,-118.44,0.96
3.3269,15.0,5.265107,1.122807,1245.0,2.426901,35.65,-117.68,0.819
2.9583,20.0,5.490566,1.100629,422.0,2.654088,34.92,-118.27,0.917
2.7361,21.0,4.277978,0.974729,1488.0,2.685921,34.86,-118.17,0.833
1.9236,29.0,5.126482,1.035573,909.0,3.592885,35.13,-118.92,1.063
2.1357,17.0,4.324503,1.068433,1763.0,3.891832,35.2,-118.83,0.535
3.0375,26.0,6.14791,1.090032,1002.0,3.221865,36.37,-119.55,1.263
3.3214,25.0,6.093863,1.090253,879.0,3.173285,36.38,-119.69,1.031
3.9926,14.0,5.555556,1.009804,1867.0,3.050654,36.32,-119.77,0.925
2.1038,24.0,5.015945,1.072893,1052.0,2.396355,36.3,-119.77,0.62
3.2386,16.0,5.03,1.06,515.0,2.575,36.33,-119.78,1.125
3.5486,4.0,6.208333,1.305,1478.0,2.463333,36.37,-119.65,1.48
2.6145,10.0,5.116992,1.022284,1864.0,2.5961,36.35,-119.62,0.803
1.3569,32.0,4.60334,1.091858,1772.0,3.699374,36.32,-119.64,0.431
2.625,20.0,5.953229,1.006682,1394.0,3.104677,36.27,-119.57,0.974
1.9141,15.0,6.534211,1.431579,835.0,2.197368,39.09,-122.9,1.432
2.4423,21.0,5.779528,1.270341,1000.0,2.624672,39.07,-122.91,1.023
1.1912,32.0,6.356164,1.616438,703.0,2.407534,38.97,-122.65,0.6
1.7273,29.0,6.492647,1.375,326.0,2.397059,38.96,-122.64,0.582
1.7566,25.0,7.107527,1.548387,192.0,2.064516,38.94,-122.63,0.49
3.2375,17.0,8.00627,1.69279,723.0,2.266458,38.97,-122.7,1.142
1.375,20.0,4.1,1.8,94.0,9.4,38.91,-122.71,0.55
1.6833,15.0,5.351852,0.907407,191.0,3.537037,38.99,-122.83,1.139
3.8831,7.0,8.643705,1.513064,1027.0,2.43943,38.81,-122.55,1.321
2.2661,16.0,5.783051,1.130508,1873.0,3.174576,40.37,-120.58,0.618
3.5568,37.0,4.928447,1.104712,1619.0,2.82548,34.26,-118.3,1.845
2.4727,19.0,3.772296,1.127135,1399.0,2.654649,34.25,-118.29,1.75
4.45,32.0,5.156187,1.066937,1278.0,2.592292,34.24,-118.28,2.636
3.1349,29.0,4.321937,1.042735,1776.0,2.529915,34.27,-118.33,2.302
6.1464,34.0,6.309255,1.038375,1267.0,2.860045,34.25,-118.35,3.544
3.3304,16.0,4.462322,1.004752,6161.0,4.182621,34.28,-118.4,1.549
2.5313,38.0,3.918919,0.923423,1065.0,4.797297,34.26,-118.41,1.361
3.6016,36.0,4.213235,0.952206,1173.0,4.3125,34.25,-118.41,1.538
3.6292,36.0,4.583333,1.060897,1502.0,4.814103,34.25,-118.42,1.452
3.9583,19.0,4.842294,1.034409,4205.0,3.014337,34.31,-118.42,1.632
4.0301,14.0,4.536612,1.028415,3163.0,3.456831,34.31,-118.44,1.543
3.4,38.0,4.877676,0.960245,1181.0,3.611621,34.3,-118.44,1.555
4.8988,13.0,5.113244,0.994242,1468.0,2.817658,34.32,-118.47,3.252
7.0598,25.0,6.965986,0.986395,357.0,2.428571,34.31,-118.49,3.563
7.5078,24.0,7.022857,0.992,2710.0,3.097143,34.3,-118.51,3.44
3.4812,35.0,4.50883,1.014349,3988.0,4.401766,34.3,-118.45,1.602
3.6989,32.0,5.192037,0.98829,1064.0,2.491803,34.25,-118.46,2.086
5.5792,35.0,5.469741,0.991354,1123.0,3.236311,34.26,-118.47,2.184
4.6591,27.0,6.49642,1.116945,1164.0,2.778043,34.26,-118.49,2.399
8.203,21.0,7.595463,1.013233,1508.0,2.850662,34.26,-118.55,4.454
4.8316,33.0,5.617063,1.011905,1340.0,2.65873,34.26,-118.5,2.373
5.0,28.0,5.434316,0.954424,2164.0,2.900804,34.25,-118.49,2.58
5.6392,18.0,5.951644,1.034816,3010.0,2.911025,34.26,-118.6,2.715
8.3841,35.0,6.716895,0.958904,735.0,3.356164,34.23,-118.52,4.722
3.3892,20.0,4.195494,1.018555,2957.0,1.959576,34.25,-118.53,3.231
6.2788,26.0,6.581047,0.942643,1191.0,2.970075,34.25,-118.54,3.222
4.7926,27.0,5.388235,1.08,2252.0,2.649412,34.23,-118.51,4.544
2.3111,19.0,3.872786,1.064412,1855.0,2.987118,34.24,-118.47,2.554
5.0232,30.0,6.268559,1.026201,1335.0,2.914847,34.25,-118.49,2.539
6.0965,34.0,6.420195,1.029316,917.0,2.986971,34.24,-118.49,2.623
3.7,35.0,4.509972,0.923077,1481.0,4.219373,34.25,-118.44,1.76
3.725,35.0,5.874687,1.090226,1531.0,3.837093,34.24,-118.44,1.782
3.6618,36.0,4.48366,0.964052,774.0,2.529412,34.22,-118.43,1.873
3.6442,43.0,5.304348,0.965217,729.0,3.169565,34.22,-118.4,1.863
4.8194,45.0,5.197861,0.967914,554.0,2.962567,34.21,-118.4,1.813
4.775,35.0,5.073559,1.083499,1850.0,3.677932,34.24,-118.4,1.795
5.35,35.0,5.400763,0.98855,1577.0,3.009542,34.21,-118.41,2.105
2.9028,11.0,4.013208,1.096226,1989.0,3.75283,34.22,-118.37,1.741
2.2679,32.0,3.54902,0.980392,348.0,3.411765,34.22,-118.38,1.5
3.7663,37.0,4.307692,0.991453,1545.0,4.401709,34.22,-118.36,1.603
4.1429,39.0,4.732794,0.979757,612.0,2.477733,34.19,-118.41,2.0
3.9792,42.0,5.263514,0.97973,450.0,3.040541,34.19,-118.41,1.938
2.2589,33.0,4.326452,1.019355,2318.0,2.990968,34.19,-118.42,2.697
3.3594,30.0,3.972973,1.06006,856.0,2.570571,34.18,-118.42,2.022
3.9099,33.0,4.551089,1.108878,1546.0,2.589615,34.18,-118.43,2.675
2.3333,45.0,5.157895,1.096491,471.0,2.065789,34.16,-118.4,3.647
6.3703,32.0,6.0,0.990196,1159.0,2.272549,34.16,-118.41,4.658
1.9866,30.0,3.786822,1.023256,736.0,2.852713,34.19,-118.38,1.774
2.9228,35.0,3.953083,1.064343,2106.0,2.823056,34.18,-118.37,1.773
2.5603,32.0,3.517822,1.049505,3129.0,3.09802,34.18,-118.38,1.742
3.9038,35.0,4.535831,1.079805,1631.0,2.656352,34.18,-118.41,2.761
4.0764,32.0,4.979716,1.127789,989.0,2.006085,34.16,-118.36,3.25
3.5051,17.0,3.986551,1.102786,1808.0,1.736792,34.16,-118.37,2.324
4.125,26.0,4.479688,1.048437,1955.0,3.054688,34.21,-118.43,2.265
2.9688,19.0,3.363303,1.055046,2657.0,2.437615,34.2,-118.45,2.021
2.8974,26.0,3.951267,1.089669,1545.0,3.011696,34.2,-118.48,1.899
3.1667,23.0,3.77396,1.03255,1809.0,3.271248,34.19,-118.49,2.02
6.1142,35.0,4.825243,0.954693,779.0,2.521036,34.19,-118.46,2.563
2.5197,35.0,3.468687,0.965657,1628.0,3.288889,34.2,-118.44,2.256
2.936,17.0,3.300337,1.068616,2517.0,2.831271,34.2,-118.44,2.325
2.6979,33.0,4.075243,0.980583,933.0,2.264563,34.17,-118.43,2.66
4.4423,28.0,5.12844,1.141284,1173.0,2.152294,34.16,-118.46,2.804
2.2304,42.0,4.664671,0.964072,884.0,2.646707,34.2,-118.5,2.038
5.3028,35.0,6.026128,0.992874,1161.0,2.75772,34.19,-118.51,2.292
4.1304,18.0,4.674367,1.026403,2047.0,2.251925,34.2,-118.5,2.291
4.2143,34.0,5.40281,0.908665,1168.0,2.735363,34.18,-118.52,2.454
3.0187,24.0,4.173776,1.099526,1649.0,2.605055,34.21,-118.58,2.177
4.3125,34.0,5.535433,1.0,369.0,2.905512,34.19,-118.61,2.101
5.6163,33.0,6.419149,1.051064,1423.0,3.02766,34.19,-118.64,2.484
4.2009,7.0,4.84389,1.099714,4404.0,1.799755,34.18,-118.59,2.713
4.1656,37.0,6.325368,1.073529,1283.0,2.358456,34.16,-118.6,3.131
6.14,28.0,6.57554,1.070504,1693.0,2.435971,34.15,-118.6,3.619
6.1274,11.0,6.75,1.0875,386.0,2.4125,34.17,-118.54,3.159
5.0605,32.0,5.735238,1.007619,1287.0,2.451429,34.18,-118.55,3.11
12.8879,28.0,7.703196,1.031963,2431.0,2.775114,34.14,-118.51,5.00001
3.7125,26.0,4.915254,1.130508,1090.0,1.847458,34.15,-118.43,4.474
4.1727,10.0,4.101504,0.977444,517.0,1.943609,34.15,-118.45,3.326
8.8115,34.0,6.990704,1.023904,1738.0,2.308101,34.14,-118.46,5.00001
3.1289,42.0,4.508604,1.043977,1065.0,2.036329,34.16,-118.38,3.206
3.1146,36.0,4.091047,1.081942,905.0,1.373293,34.15,-118.39,3.735
5.1377,45.0,4.738636,1.011364,187.0,2.125,34.14,-118.4,3.607
5.5291,52.0,5.937984,1.049096,1203.0,3.108527,34.14,-118.22,2.746
5.5456,50.0,5.678571,1.099379,1725.0,2.678571,34.14,-118.22,2.581
2.2267,25.0,3.244898,1.068027,1412.0,2.401361,34.14,-118.21,1.898
2.7098,47.0,4.330601,1.147541,949.0,2.592896,34.13,-118.22,1.738
3.0,52.0,3.960417,1.09375,1856.0,3.866667,34.11,-118.2,1.564
2.987,46.0,4.166052,1.00861,2833.0,3.484625,34.12,-118.19,1.769
2.1667,40.0,4.019048,1.104762,1032.0,3.27619,34.11,-118.19,1.5
5.2723,40.0,5.10303,0.957576,795.0,2.409091,34.1,-118.21,2.183
2.1687,41.0,3.252404,0.911058,1536.0,3.692308,34.1,-118.23,1.57
4.825,40.0,5.379648,1.135029,1375.0,2.690802,34.13,-118.22,2.058
5.5051,31.0,5.34555,1.0,495.0,2.591623,34.11,-118.23,2.235
2.7679,50.0,5.025822,1.058685,1777.0,4.171362,34.11,-118.24,1.788
3.1691,42.0,3.530093,1.055556,1688.0,3.907407,34.1,-118.24,1.413
2.625,42.0,4.152778,1.020833,312.0,2.166667,34.1,-118.25,1.643
3.6181,38.0,4.051865,1.051865,1830.0,1.66515,34.11,-118.28,4.956
3.8393,52.0,4.721649,1.072165,1278.0,2.635052,34.12,-118.26,2.382
12.9591,49.0,7.5,0.997368,1113.0,2.928947,34.11,-118.29,5.00001
3.2462,33.0,3.974458,1.122291,2404.0,1.860681,34.11,-118.32,4.357
8.2335,37.0,5.098468,0.949672,846.0,1.851204,34.11,-118.33,4.302
4.0833,34.0,7.030303,1.034091,540.0,2.045455,34.13,-118.32,5.00001
4.0965,23.0,4.596985,1.430151,1624.0,1.632161,34.14,-118.32,5.00001
2.976,52.0,4.74359,1.029304,578.0,2.117216,34.1,-118.36,4.051
1.8209,29.0,2.524111,1.147826,2039.0,1.611858,34.1,-118.34,5.00001
1.9354,35.0,2.714698,1.069339,5899.0,2.130372,34.1,-118.3,3.4
2.1866,29.0,2.633094,1.035971,691.0,2.485612,34.1,-118.33,2.5
2.0341,32.0,3.043243,1.032432,626.0,3.383784,34.09,-118.32,2.5
1.7325,36.0,2.614534,1.090047,1957.0,3.091627,34.1,-118.32,2.219
1.7083,29.0,2.898637,1.164395,3432.0,2.923339,34.1,-118.3,1.667
1.7514,34.0,2.660137,1.091087,2991.0,2.929481,34.09,-118.29,1.875
2.3317,29.0,3.031123,1.071719,2254.0,3.050068,34.09,-118.29,1.725
1.9063,52.0,3.603399,0.912181,984.0,2.787535,34.09,-118.29,2.616
2.1927,29.0,2.944646,1.079855,3906.0,3.544465,34.09,-118.3,2.533
2.0044,30.0,2.284493,0.935287,2595.0,3.168498,34.09,-118.32,2.125
1.879,28.0,2.847969,1.073394,2548.0,3.33945,34.09,-118.32,2.188
1.4375,36.0,4.417323,1.417323,340.0,2.677165,34.09,-118.33,1.65
2.2422,30.0,3.286052,1.080378,1460.0,3.451537,34.08,-118.31,2.545
6.0338,52.0,5.793427,1.046948,543.0,2.549296,34.08,-118.37,4.237
3.8448,36.0,4.445431,1.057107,2652.0,3.365482,34.09,-118.26,2.414
2.3816,52.0,3.784615,1.061538,994.0,3.823077,34.08,-118.26,1.667
3.5039,46.0,3.75,0.992063,910.0,3.611111,34.08,-118.26,1.875
2.6178,52.0,3.30429,1.036193,2328.0,3.120643,34.08,-118.28,2.031
2.4677,49.0,3.793855,1.186323,2862.0,2.836472,34.09,-118.28,2.192
2.1108,44.0,3.81016,1.171123,1121.0,2.997326,34.08,-118.25,2.0
1.7945,50.0,2.653333,0.977778,2183.0,3.234074,34.08,-118.26,1.667
3.1864,52.0,4.607038,1.121701,1728.0,2.533724,34.09,-118.25,1.898
2.4038,46.0,3.612654,1.084877,2371.0,3.658951,34.07,-118.26,1.817
2.2545,18.0,3.341369,1.104199,4332.0,3.368585,34.07,-118.25,1.925
1.8173,31.0,3.007634,0.89313,573.0,4.374046,34.08,-118.22,1.542
2.0133,35.0,3.02008,0.957831,2059.0,4.134538,34.07,-118.22,1.458
2.5523,36.0,3.930769,1.021795,3097.0,3.970513,34.09,-118.17,1.565
1.9762,32.0,3.404908,0.97546,748.0,4.588957,34.06,-118.19,1.375
1.1868,47.0,3.912458,1.107744,3020.0,5.084175,34.06,-118.19,0.938
2.2788,47.0,3.774566,1.130058,1499.0,4.33237,34.04,-118.21,1.396
1.8125,45.0,2.541284,0.981651,888.0,4.073394,34.03,-118.22,1.396
2.7266,37.0,4.198939,1.039788,1776.0,4.710875,34.03,-118.2,1.408
2.6875,45.0,4.212766,1.079787,872.0,4.638298,34.02,-118.21,1.297
1.3615,43.0,3.718686,1.053388,2123.0,4.359343,34.02,-118.21,1.333
1.9233,41.0,3.414013,1.05414,1111.0,3.538217,34.07,-118.28,2.071
1.494,45.0,1.768025,1.106583,1172.0,3.673981,34.06,-118.27,1.875
1.4904,26.0,1.598131,1.05296,1204.0,3.750779,34.06,-118.27,2.75
0.9563,52.0,1.78453,1.19337,2081.0,2.874309,34.05,-118.27,2.75
1.6184,52.0,2.170396,1.060241,2309.0,3.974182,34.06,-118.28,2.25
1.3,41.0,1.750814,0.972313,2260.0,3.680782,34.05,-118.28,1.625
1.3169,47.0,2.153094,1.169381,1406.0,4.579805,34.05,-118.27,1.125
1.7365,24.0,2.629823,1.116416,3727.0,2.437541,34.07,-118.29,1.125
2.1637,46.0,2.005701,1.153934,2716.0,3.096921,34.06,-118.29,3.5
1.7896,23.0,2.246869,1.076029,3720.0,3.32737,34.06,-118.3,3.222
5.5871,52.0,5.403922,1.062745,971.0,1.903922,34.08,-118.34,5.00001
3.2645,52.0,4.086648,1.024148,1186.0,1.684659,34.08,-118.35,1.75
3.1765,52.0,4.119792,1.043403,1135.0,1.970486,34.08,-118.36,2.25
2.9621,52.0,3.979079,1.020921,848.0,1.774059,34.08,-118.36,1.75
3.3594,45.0,3.823126,1.055365,3359.0,1.645762,34.07,-118.35,2.875
4.0179,46.0,4.15869,1.032746,512.0,1.289673,34.07,-118.35,3.5
4.7019,48.0,4.87395,1.008403,748.0,2.095238,34.07,-118.36,4.111
4.25,52.0,5.736979,1.138021,899.0,2.341146,34.07,-118.37,4.869
3.3989,25.0,3.883291,1.097397,1739.0,1.460118,34.08,-118.38,4.85
3.5573,21.0,4.104494,1.074157,1510.0,1.696629,34.07,-118.38,5.00001
3.1766,52.0,3.184554,1.060181,1594.0,1.598796,34.07,-118.34,2.25
2.9605,52.0,5.392405,1.151899,921.0,2.331646,34.06,-118.36,5.00001
4.5192,52.0,5.582781,1.059603,333.0,2.205298,34.06,-118.37,4.46
2.7824,29.0,4.504566,1.150685,1676.0,1.913242,34.06,-118.38,4.5
4.4191,52.0,5.799065,0.981308,526.0,2.457944,34.05,-118.38,3.341
2.2725,39.0,3.421053,1.024561,723.0,2.536842,34.05,-118.34,1.406
2.3526,48.0,3.807074,1.054662,953.0,3.064309,34.04,-118.32,1.563
3.6373,52.0,6.841398,1.077957,1004.0,2.698925,34.04,-118.33,4.2
3.0856,49.0,3.717172,0.895623,668.0,2.249158,34.04,-118.35,1.516
2.4635,41.0,4.312,1.128,1110.0,2.96,34.04,-118.35,1.694
1.8783,45.0,4.445333,1.064,928.0,2.474667,34.02,-118.33,1.182
1.6429,46.0,3.834163,1.036484,1552.0,2.573798,34.03,-118.33,1.25
3.1442,50.0,4.507692,1.003846,685.0,2.634615,34.02,-118.34,1.303
1.7225,50.0,3.60041,1.069672,2080.0,4.262295,34.04,-118.3,1.8
0.8351,29.0,3.237716,1.151394,2114.0,2.807437,34.03,-118.31,1.5
1.767,37.0,3.711111,1.088889,2376.0,3.771429,34.04,-118.31,1.703
0.844,26.0,3.683566,1.414336,2821.0,4.931818,34.03,-118.28,3.5
1.8333,52.0,3.155556,1.044444,137.0,3.044444,34.03,-118.24,3.125
1.6302,32.0,3.18287,1.037037,1698.0,3.930556,34.02,-118.25,1.307
2.131,38.0,3.208824,1.026471,1786.0,5.252941,34.02,-118.26,1.365
1.3134,48.0,3.6625,1.1,1859.0,4.6475,34.02,-118.26,0.962
2.1957,33.0,3.254369,1.019417,2564.0,4.978641,34.02,-118.25,1.008
2.3304,32.0,3.310606,1.035354,1792.0,4.525253,34.02,-118.25,1.199
2.375,48.0,3.6,0.9,485.0,4.409091,34.01,-118.24,1.075
1.4464,30.0,3.657795,1.106464,1280.0,4.86692,34.01,-118.25,1.102
1.9074,37.0,4.098662,1.117057,2824.0,4.722408,34.01,-118.26,0.996
1.2206,35.0,3.22158,1.071291,2106.0,4.057803,34.01,-118.27,1.292
1.8641,43.0,3.577997,1.119869,2624.0,4.308703,34.01,-118.26,1.082
1.4792,34.0,3.65643,1.059501,2194.0,4.211132,34.0,-118.25,0.958
1.7132,38.0,4.40874,1.064267,1714.0,4.40617,34.0,-118.24,1.082
1.9531,30.0,4.097561,1.138211,529.0,4.300813,33.99,-118.27,1.0
1.2065,43.0,3.008439,1.033755,880.0,3.71308,34.0,-118.28,1.036
3.5,42.0,4.911058,0.908654,869.0,2.088942,34.02,-118.33,1.811
2.0217,43.0,4.71822,1.194915,956.0,2.025424,34.01,-118.33,1.875
2.2054,47.0,5.271293,1.223975,895.0,2.823344,34.0,-118.33,1.215
4.9531,47.0,5.884097,1.024259,927.0,2.498652,33.99,-118.35,1.801
2.2396,44.0,4.670968,1.012903,861.0,2.777419,33.98,-118.32,1.086
3.5114,52.0,6.37276,1.146953,795.0,2.849462,33.97,-118.32,1.388
1.8818,35.0,3.659164,0.977492,1128.0,3.62701,33.99,-118.28,1.0
1.4625,37.0,4.247845,1.105603,1673.0,3.605603,33.99,-118.28,1.03
1.0516,41.0,4.275676,1.124324,1422.0,3.843243,33.98,-118.29,1.083
1.9375,43.0,5.239669,1.096419,1153.0,3.176309,33.99,-118.29,1.129
1.1645,44.0,5.151943,1.151943,1159.0,4.095406,33.99,-118.3,0.982
5.1136,44.0,2.883117,0.701299,234.0,3.038961,33.98,-118.31,1.117
0.9809,19.0,3.187726,1.129964,726.0,2.620939,33.98,-118.28,1.214
1.9219,31.0,3.871401,1.086372,2063.0,3.959693,33.97,-118.28,1.07
1.375,35.0,4.058099,1.116197,1978.0,3.482394,33.97,-118.28,1.0
2.7401,41.0,5.412,1.144,751.0,3.004,33.94,-118.31,1.317
1.6652,34.0,3.875524,1.121678,2782.0,3.890909,33.97,-118.28,0.99
1.5521,30.0,3.850679,1.002262,1966.0,4.447964,33.99,-118.26,0.975
1.8047,41.0,3.858824,0.952941,730.0,4.294118,33.99,-118.27,1.018
2.125,44.0,4.294264,1.139651,2177.0,5.428928,33.98,-118.27,0.925
1.5962,46.0,4.344,0.996,880.0,3.52,33.97,-118.26,0.957
1.6898,38.0,3.907042,0.974648,1240.0,3.492958,33.95,-118.26,0.951
2.0917,35.0,4.284404,1.107034,1357.0,4.149847,33.95,-118.29,0.993
2.7917,43.0,4.765873,1.15873,840.0,3.333333,33.94,-118.28,1.056
1.4103,41.0,4.348958,1.083333,707.0,3.682292,33.95,-118.28,0.862
1.5147,44.0,4.701587,1.044444,999.0,3.171429,33.95,-118.26,0.946
1.6887,44.0,4.465587,1.072874,760.0,3.076923,33.94,-118.26,0.996
1.1326,42.0,4.890785,1.006826,775.0,2.645051,33.93,-118.26,1.048
1.4329,21.0,3.057762,1.00361,1283.0,4.631769,33.93,-118.28,0.941
2.2778,41.0,5.333333,1.178571,605.0,3.60119,33.93,-118.29,1.281
1.2098,38.0,4.410638,1.06383,1657.0,3.525532,33.93,-118.27,0.884
2.0769,34.0,5.527778,1.25,673.0,4.673611,33.94,-118.24,0.883
12.8665,37.0,7.457565,1.012915,1318.0,2.431734,34.07,-118.48,5.00001
13.5728,36.0,8.321023,1.039773,1054.0,2.994318,34.07,-118.49,5.00001
7.9096,39.0,6.34878,1.112195,928.0,2.263415,33.99,-118.55,5.00001
7.6447,45.0,7.432749,1.111111,419.0,2.450292,34.06,-118.47,5.00001
6.7496,36.0,5.411616,1.09596,751.0,1.896465,34.05,-118.48,5.00001
4.4674,18.0,4.6139,1.150579,1886.0,1.820463,34.05,-118.44,5.00001
4.7109,32.0,4.508393,1.043165,798.0,1.913669,34.05,-118.44,5.0
7.2675,11.0,6.87689,1.384449,911.0,1.967603,34.06,-118.43,5.00001
4.8304,38.0,5.216649,1.201708,1698.0,1.812166,34.05,-118.42,5.00001
6.7115,52.0,5.55082,0.95082,727.0,2.383607,34.05,-118.43,5.00001
3.0069,25.0,3.064378,1.027182,1390.0,1.988555,34.04,-118.46,3.25
3.7813,39.0,4.564738,1.107438,931.0,2.564738,34.03,-118.45,3.363
11.1768,52.0,6.461774,1.015291,800.0,2.446483,34.04,-118.41,5.00001
5.1637,36.0,5.291161,1.10052,1234.0,2.138648,34.03,-118.41,5.00001
8.5938,43.0,7.559687,1.050881,1398.0,2.735812,34.04,-118.4,5.00001
6.6368,42.0,7.191176,0.995098,577.0,2.828431,34.05,-118.39,5.00001
6.2895,45.0,6.5,1.101695,254.0,2.152542,34.04,-118.38,3.404
3.116,19.0,3.403451,1.08722,3870.0,1.805037,34.02,-118.4,3.0
3.0965,16.0,3.324772,1.065068,3390.0,1.934932,34.02,-118.41,3.2
6.2583,37.0,4.959502,0.959502,783.0,2.439252,34.02,-118.44,3.86
3.6019,20.0,3.691139,1.106329,2165.0,1.827004,34.03,-118.41,4.636
4.7,39.0,5.533333,1.04058,867.0,2.513043,34.0,-118.45,3.347
3.099,42.0,4.403315,1.019337,952.0,2.629834,34.01,-118.42,3.354
2.7058,28.0,3.376309,1.081543,3586.0,1.975758,34.0,-118.43,3.109
2.918,39.0,3.891738,1.044634,2054.0,1.950617,34.0,-118.46,3.456
2.3542,39.0,3.861635,1.09434,538.0,3.383648,34.0,-118.46,2.357
2.1471,33.0,4.313131,1.186869,645.0,3.257576,33.99,-118.47,2.393
3.015,50.0,3.280335,1.048117,764.0,1.598326,33.99,-118.47,4.143
3.0682,52.0,3.732843,1.095588,636.0,1.558824,33.99,-118.47,4.125
2.9722,33.0,4.382889,1.100982,1720.0,2.412342,33.99,-118.45,3.25
6.1726,18.0,4.707938,1.234648,3408.0,1.701448,33.97,-118.46,5.00001
3.191,30.0,4.034091,1.061364,3738.0,4.247727,34.0,-118.41,2.712
4.3281,35.0,4.823656,1.064516,1135.0,2.44086,33.99,-118.43,3.24
6.2673,38.0,5.516667,0.972222,374.0,2.077778,33.97,-118.39,3.572
5.1064,16.0,4.142142,1.108206,6270.0,1.744089,33.96,-118.43,2.832
7.5953,38.0,6.05,0.966667,502.0,2.788889,33.97,-118.4,4.348
5.9544,44.0,6.127983,0.982646,1221.0,2.64859,33.97,-118.4,3.772
4.1471,32.0,4.702703,0.986486,567.0,2.554054,33.96,-118.41,2.844
1.9049,10.0,3.689655,1.114058,1378.0,3.655172,33.85,-118.29,2.222
2.3942,38.0,3.075,0.9,142.0,3.55,33.85,-118.3,2.0
3.125,30.0,4.397727,1.075284,2048.0,2.909091,33.8,-118.31,2.333
2.1447,26.0,3.48595,1.076033,2120.0,3.504132,33.79,-118.27,1.587
2.8462,39.0,3.861035,0.978202,1450.0,3.950954,33.79,-118.27,1.72
2.5262,21.0,3.021622,1.057658,4426.0,3.987387,33.78,-118.27,1.673
1.5369,39.0,3.621339,1.014644,2115.0,4.424686,33.77,-118.27,1.413
2.45,41.0,3.536585,1.03252,1384.0,3.750678,33.75,-118.28,1.868
1.5394,40.0,3.481113,1.017893,1939.0,3.854871,33.74,-118.28,2.0
2.5795,27.0,4.274611,1.147668,1359.0,3.520725,33.75,-118.29,1.924
2.75,41.0,4.017442,1.049419,905.0,2.630814,33.74,-118.29,2.383
5.0874,36.0,5.637255,0.964052,799.0,2.611111,33.73,-118.31,3.685
5.3074,42.0,5.359504,1.016529,611.0,2.524793,33.67,-118.31,4.019
7.585,31.0,6.450085,1.006768,1645.0,2.783418,34.24,-118.24,3.801
5.3473,41.0,6.089172,0.980892,896.0,2.853503,34.23,-118.24,3.527
6.01,43.0,5.100962,1.0,514.0,2.471154,34.23,-118.24,2.542
5.1028,42.0,5.837121,1.060606,753.0,2.852273,34.23,-118.24,2.921
4.9355,34.0,6.5625,1.079167,1392.0,2.9,34.25,-118.25,3.369
6.1873,35.0,5.348432,0.986063,816.0,2.843206,34.24,-118.26,3.121
5.5756,41.0,4.542857,0.993407,1282.0,2.817582,34.2,-118.24,3.099
